ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): Total,2006,1.7,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (Skill level): Total,2006,1.8,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (Skill level): Total,2006,1.8,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (Skill level): Total,2006,1.7,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): Total,2007,1.9,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): Total,2007,2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): Total,2007,1.7,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (Skill level): Total,2007,1.9,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (Skill level): Total,2007,2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (Skill level): Total,2007,1.7,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): Total,2008,1.9,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): Total,2008,2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): Total,2008,1.7,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (Skill level): Total,2008,1.9,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (Skill level): Total,2008,2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (Skill level): Total,2008,1.7,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): Total,2009,2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): Total,2009,2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): Total,2009,1.8,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (Skill level): Total,2009,2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (Skill level): Total,2009,2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (Skill level): Total,2009,1.8,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): Total,2010,2.2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): Total,2010,2.2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): Total,2010,2.1,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (Skill level): Total,2010,2.2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (Skill level): Total,2010,2.2,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (Skill level): Total,2010,2.1,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): Total,2011,2.3,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): Total,2011,2.4,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): Total,2011,2.1,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (Skill level): Total,2011,2.3,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (Skill level): Total,2011,2.4,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (Skill level): Total,2011,2.1,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): Total,2012,2.5,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): Total,2012,2.6,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): Total,2012,2.4,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (Skill level): Total,2012,2.5,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (Skill level): Total,2012,2.6,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (Skill level): Total,2012,2.4,,,Currency: ECU - United States dollar (USD),Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): Total,2013,2.1277783518,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 1. Managers,2013,6.0595347747,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 2. Professionals,2013,3.9423503517,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2013,3.0936723044,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2013,2.2967959863,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2013,1.7609125713,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2013,1.3226902934,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2013,1.7179243931,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2013,1.9946678861,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2013,1.3282131297,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 0. Armed forces occupations,2013,5.6226723289,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): Total,2013,2.0676836234,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): 1. Managers,2013,6.3743566764,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): 2. Professionals,2013,4.4276786287,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2013,3.3324645847,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2013,2.3232959633,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2013,1.8687845899,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2013,1.3270356892,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2013,1.7659177343,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2013,2.0427768602,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2013,1.3227238053000001,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (ISCO-08): 0. Armed forces occupations,2013,5.5985454988,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): Total,2013,2.2433475481,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): 1. Managers,2013,5.6188308811,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): 2. Professionals,2013,3.6010017638,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2013,2.8005986928,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2013,2.2742482488,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2013,1.621670018,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2013,1.294295064,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2013,1.3351808478,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2013,1.5776055967,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2013,1.3423648585,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (ISCO-08): 0. Armed forces occupations,2013,7.3162819136,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (Skill level): Total,2013,2.1277783518,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,Occupation (Skill level): Total,2013,2.0676836234,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,Occupation (Skill level): Total,2013,2.2433475481,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): Total,2014,2.2786883531,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 1. Managers,2014,6.7291885715,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 2. Professionals,2014,4.38772091,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,3.390732291,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2014,2.3517384837,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2014,1.9238878364,,,Currency: ECU - United States dollar (USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
